name,tm_id,season,league,apps,minutes,atk_goals,atk_xg,atk_goals_vs_xg,atk_shots,atk_shots_on_target,def_tackles,def_interceptions,def_possession_won,def_blocks,def_clearances,def_ground_duels_total,def_ground_duels_won,def_aerial_duels_total,def_aerial_duels_won,pass_total,pass_open_play_total,pass_final_third,pass_crosses,pass_long_total,pass_through_balls,carry_all_carries,carry_progressive,carry_distance_m,carry_prog_distance_m,carry_lead_to_shot,carry_lead_to_goal,carry_lead_to_chance,carry_lead_to_assist,gk_goals_conceded,gk_saves,gk_xgot_conceded,gk_goals_prevented,atk_conversion_pct,atk_xg_per_shot,def_ground_duels_pct,def_aerial_duels_pct,pass_accuracy_pct,pass_open_play_pct,pass_long_pct,carry_avg_distance_m,carry_prog_avg_distance_m,gk_save_pct,row_id,team_id,pass_long_successful,gk_goals_prevented_rate,norm_name,source,analyst_player_id,atk_goals_per90,atk_xg_per90,atk_shots_per90,atk_shots_on_target_per90,def_tackles_per90,def_interceptions_per90,def_possession_won_per90,def_blocks_per90,def_clearances_per90,def_ground_duels_total_per90,def_ground_duels_won_per90,def_aerial_duels_total_per90,def_aerial_duels_won_per90,pass_total_per90,pass_open_play_total_per90,pass_final_third_per90,pass_crosses_per90,pass_long_total_per90,pass_through_balls_per90,carry_all_carries_per90,carry_progressive_per90,carry_distance_m_per90,carry_prog_distance_m_per90,carry_lead_to_shot_per90,carry_lead_to_goal_per90,carry_lead_to_chance_per90,carry_lead_to_assist_per90,gk_goals_conceded_per90,gk_saves_per90,gk_xgot_conceded_per90,gk_goals_prevented_per90,sofascore_id,stat_bigChancesCreated,stat_bigChancesMissed,stat_keyPasses,stat_penaltiesTaken,stat_offsides,stat_km_per90,stat_sprints_per90,stat_topSpeed,stat_bigChancesCreated_per90,stat_bigChancesMissed_per90,stat_keyPasses_per90
Odilon Kossounou,644771.0,2025/2026,"Serie A, Champions League",29,1797,1.0,0.97,0.03,8.0,2.0,29.0,22.0,92.0,14.0,55.0,84.0,41.0,48.0,19.0,1142.0,165.0,1046.0,138.0,5.0,0.0,222.0,114.0,2312.1,1044.3,2.0,0.0,2.0,0.0,,,,,10.96,0.13,49.59,40.32,91.58,83.18,27.41,10.43,9.21,,80103,e75syeuawg3ql8nwpi3vr2btz,1.0,,,,,0.05,0.05,0.4,0.1,1.45,1.1,4.61,0.7,2.75,4.21,2.05,2.4,0.95,57.2,8.26,52.39,6.91,0.25,0.0,11.12,5.71,115.8,52.3,0.1,0.0,0.1,0.0,,,,,973437,0.0,4.0,2.0,0.0,1.0,10.73,9.1,32.15,0.0,0.2,0.1
Odilon Kossounou,644771.0,2026/2027,Serie A,4,360,0.0,0.05,-0.05,1.0,0.0,5.0,4.0,18.0,4.0,11.0,12.0,6.0,4.0,1.0,285.0,28.0,277.0,25.0,0.0,0.0,47.0,27.0,400.6,248.2,0.0,0.0,0.0,0.0,,,,,0.0,0.05,50.0,25.0,97.2,89.3,0.0,8.5,9.2,,178948265501252,e75syeuawg3ql8nwpi3vr2btz,0.0,,,,,0.0,0.01,0.25,0.0,1.25,1.0,4.5,1.0,2.75,3.0,1.5,1.0,0.25,71.25,7.0,69.25,6.25,0.0,0.0,11.75,6.75,100.15,62.05,0.0,0.0,0.0,0.0,,,,,973437,0.0,0.0,0.0,0.0,0.0,9.41,6.5,32.57,0.0,0.0,0.0
Lamare Bogarde,645686.0,2025/2026,"Premier League, Europa League",41,1829,0.0,0.13,-0.13,3.0,0.0,41.0,15.0,91.0,10.0,34.0,139.0,84.0,35.0,15.0,955.0,217.0,858.0,181.0,3.0,0.0,240.0,100.0,2412.1,769.2,1.0,0.0,0.0,0.0,,,,,0.0,0.02,60.86,44.77,89.83,83.59,28.62,10.07,7.63,,78846,b496gs285it6bheuikox6z9mj,1.0,,,,,0.0,0.01,0.15,0.0,2.02,0.74,4.48,0.49,1.67,6.84,4.13,1.72,0.74,46.99,10.68,42.22,8.91,0.15,0.0,11.81,4.92,118.69,37.85,0.05,0.0,0.0,0.0,,,,,1089388,0.0,0.0,3.0,0.0,1.0,9.73,13.9,34.1,0.0,0.0,0.15
Eren Dinkçi,645774.0,2025/2026,Bundesliga,22,1380,3.0,4.01,-1.01,29.0,9.0,25.0,10.0,81.0,1.0,15.0,103.0,41.0,14.0,4.0,405.0,150.0,286.0,90.0,31.0,2.0,151.0,84.0,1770.9,988.4,8.0,2.0,4.0,0.0,,,,,10.34,0.14,39.8,28.6,70.6,60.0,25.8,11.7,11.8,,80519,3xcg7xikgrn2x8oa65sopb2is,8.0,,,,,0.2,0.26,1.89,0.59,1.63,0.65,5.28,0.07,0.98,6.72,2.67,0.91,0.26,26.41,9.78,18.65,5.87,2.02,0.13,9.85,5.48,115.49,64.46,0.52,0.13,0.26,0.0,,,,,1067120,1.0,5.0,11.0,0.0,0.0,10.79,23.8,35.89,0.07,0.33,0.72
Carl Rushworth,646353.0,2026/2027,Premier League,4,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,7.0,8.0,-2.0,,,,,,,,,,41.2,178948265300459,dacoc20k0n3fxu4zek8wufmko,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,1.75,2.0,-0.5,1005800,0.0,0.0,0.0,0.0,0.0,5.41,0.2,27.21,0.0,0.0,0.0
Abner Vinícius,646402.0,2025/2026,"Ligue 1, Europa League",33,2540,4.0,2.61,1.39,20.0,8.0,39.0,7.0,77.0,4.0,47.0,138.0,60.0,43.0,17.0,1213.0,430.0,1036.0,343.0,69.0,4.0,269.0,178.0,3043.8,2096.8,3.0,1.0,10.0,3.0,,,,,20.03,0.13,43.92,40.33,85.28,79.76,27.12,11.23,11.68,,81163,121le8unjfzug3iu9pgkqa1c7,16.0,,,,,0.14,0.09,0.71,0.28,1.38,0.25,2.73,0.14,1.67,4.89,2.13,1.52,0.6,42.98,15.24,36.71,12.15,2.44,0.14,9.53,6.31,107.85,74.3,0.11,0.04,0.35,0.11,,,,,973838,6.0,2.0,29.0,0.0,1.0,10.01,16.04,34.14,0.21,0.07,1.03
Jim Allevinah,646733.0,2026/2027,Ligue 1,4,295,0.0,0.65,-0.65,10.0,2.0,3.0,2.0,15.0,0.0,1.0,26.0,12.0,6.0,2.0,87.0,35.0,73.0,29.0,13.0,0.0,45.0,28.0,596.7,351.6,5.0,0.0,1.0,0.0,,,,,0.0,0.06,46.2,33.3,83.9,82.9,30.8,13.3,12.6,,178948265601988,75qj99fhg5c0ztj2tva5u4uii,4.0,,,,,0.0,0.2,3.05,0.61,0.92,0.61,4.58,0.0,0.31,7.93,3.66,1.83,0.61,26.54,10.68,22.27,8.85,3.97,0.0,13.73,8.54,182.04,107.27,1.53,0.0,0.31,0.0,,,,,988632,1.0,0.0,4.0,0.0,0.0,10.36,11.6,33.07,0.31,0.0,1.22
Gavi,646740.0,2025/2026,"La Liga, Champions League",13,700,0.0,0.15,-0.15,1.0,0.0,22.0,6.0,29.0,3.0,11.0,71.0,36.0,21.0,14.0,491.0,123.0,455.0,108.0,2.0,1.0,112.0,28.0,1000.9,44.3,1.0,0.0,1.0,0.0,,,,,0.0,0.03,50.81,66.7,92.65,86.9,0.0,8.9,1.6,,79557,agh9ifb2mw3ivjusgedj7c3fe,0.0,,,,,0.0,0.02,0.13,0.0,2.83,0.77,3.73,0.39,1.41,9.13,4.63,2.7,1.8,63.13,15.81,58.5,13.89,0.26,0.13,14.4,3.6,128.69,5.7,0.13,0.0,0.13,0.0,,,,,1103693,2.0,0.0,11.0,0.0,0.0,10.07,10.32,32.88,0.26,0.0,1.41
Rafa Obrador,646747.0,2025/2026,Serie A,16,1123,1.0,0.18,0.82,7.0,2.0,23.0,11.0,31.0,1.0,24.0,78.0,37.0,14.0,2.0,359.0,93.0,292.0,67.0,43.0,0.0,113.0,67.0,1342.4,587.3,1.0,0.0,4.0,1.0,,,,,14.29,0.03,47.4,14.3,81.3,72.0,16.3,11.9,8.8,,80155,7gnly6999wao1xarwct4p8fe9,7.0,,,,,0.08,0.01,0.56,0.16,1.84,0.88,2.48,0.08,1.92,6.25,2.97,1.12,0.16,28.77,7.45,23.4,5.37,3.45,0.0,9.06,5.37,107.58,47.07,0.08,0.0,0.32,0.08,,,,,1142692,2.0,0.0,13.0,0.0,1.0,9.57,14.9,34.84,0.16,0.0,1.04
Cristhian Mosquera,646750.0,2025/2026,"Premier League, Champions League",30,1548,0.0,0.42,-0.42,3.0,2.0,43.0,11.0,57.0,11.0,66.0,105.0,57.0,71.0,31.0,942.0,169.0,864.0,146.0,3.0,2.0,211.0,132.0,2177.7,1303.1,0.0,0.0,0.0,0.0,,,,,0.0,0.12,54.12,43.9,91.77,85.88,21.28,10.32,9.72,,78801,4dsgumo7d4zupm2ugsvm4zm4d,1.0,,,,,0.0,0.02,0.17,0.12,2.5,0.64,3.31,0.64,3.84,6.1,3.31,4.13,1.8,54.77,9.83,50.23,8.49,0.17,0.12,12.27,7.67,126.61,75.76,0.0,0.0,0.0,0.0,,,,,1144630,0.0,1.0,5.0,0.0,1.0,10.17,13.96,35.78,0.0,0.06,0.29
Nathaniel Adjei,646829.0,2025/2026,Ligue 1,15,833,0.0,0.38,-0.38,4.0,2.0,11.0,8.0,22.0,2.0,50.0,31.0,18.0,28.0,12.0,389.0,44.0,356.0,34.0,1.0,0.0,104.0,60.0,1181.6,636.9,0.0,0.0,0.0,0.0,,,,,0.0,0.09,58.1,42.9,91.5,77.3,0.0,11.4,10.6,,81324,70nn27vgkt6l48lvv5e66q7ww,0.0,,,,,0.0,0.04,0.43,0.22,1.19,0.86,2.38,0.22,5.4,3.35,1.94,3.03,1.3,42.03,4.75,38.46,3.67,0.11,0.0,11.24,6.48,127.66,68.81,0.0,0.0,0.0,0.0,,,,,1103079,0.0,1.0,1.0,0.0,1.0,10.41,11.9,33.2,0.0,0.11,0.11
Nathaniel Adjei,646829.0,2026/2027,Ligue 1,4,360,0.0,0.0,0.0,0.0,0.0,7.0,11.0,17.0,3.0,18.0,17.0,15.0,12.0,7.0,258.0,29.0,241.0,24.0,0.0,0.0,56.0,24.0,527.8,226.8,0.0,0.0,0.0,0.0,,,,,0.0,0.0,88.2,58.3,93.4,82.8,0.0,9.4,9.4,,178948265602230,70nn27vgkt6l48lvv5e66q7ww,0.0,,,,,0.0,0.0,0.0,0.0,1.75,2.75,4.25,0.75,4.5,4.25,3.75,3.0,1.75,64.5,7.25,60.25,6.0,0.0,0.0,14.0,6.0,131.95,56.7,0.0,0.0,0.0,0.0,,,,,1103079,0.0,0.0,0.0,0.0,0.0,10.27,7.3,34.73,0.0,0.0,0.0
Robin Roefs,646991.0,2025/2026,Premier League,35,3150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,109.0,44.0,0.0,,,,,,,,,,70.3,79017,1r3545b2dzan8yqa80gtmcjch,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.31,3.11,1.26,0.0,1012928,1.0,0.0,5.0,0.0,0.0,2.07,0.1,30.4,0.03,0.0,0.14
Robin Roefs,646991.0,2026/2027,Premier League,4,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,4.6,-0.4,,,,,,,,,,50.0,178948265300452,1r3545b2dzan8yqa80gtmcjch,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.25,1.25,1.15,-0.1,1012928,0.0,0.0,0.0,0.0,0.0,6.55,0.2,28.57,0.0,0.0,0.0
Kieron Bowie,647280.0,2025/2026,Serie A,14,1204,4.0,4.25,-0.25,33.0,11.0,9.0,0.0,35.0,3.0,8.0,103.0,41.0,82.0,30.0,200.0,86.0,140.0,62.0,6.0,0.0,78.0,40.0,848.0,366.0,10.0,1.0,2.0,0.0,,,,,12.12,0.13,39.8,36.6,70.0,72.1,0.0,10.9,9.2,,79795,ap6blbxhq9elm62vw6tutzlwg,0.0,,,,,0.3,0.32,2.47,0.82,0.67,0.0,2.62,0.22,0.6,7.7,3.06,6.13,2.24,14.95,6.43,10.47,4.63,0.45,0.0,5.83,2.99,63.39,27.36,0.75,0.07,0.15,0.0,,,,,983601,1.0,4.0,13.0,0.0,3.0,10.56,19.4,35.6,0.07,0.3,0.97
Tyrhys Dolan,647435.0,2025/2026,La Liga,36,2431,2.0,2.54,-0.54,34.0,12.0,57.0,18.0,108.0,2.0,14.0,272.0,138.0,35.0,10.0,555.0,237.0,463.0,178.0,96.0,3.0,342.0,201.0,4124.5,2234.0,10.0,0.0,16.0,2.0,,,,,5.88,0.07,50.7,28.6,83.4,75.1,20.8,12.1,11.1,,79154,c8llrezkm3b3op4afrou6b487,20.0,,,,,0.07,0.09,1.26,0.44,2.11,0.67,4.0,0.07,0.52,10.07,5.11,1.3,0.37,20.55,8.77,17.14,6.59,3.55,0.11,12.66,7.44,152.7,82.71,0.37,0.0,0.59,0.07,,,,,1063015,7.0,2.0,32.0,0.0,5.0,10.87,24.7,35.39,0.26,0.07,1.18
Tyrhys Dolan,647435.0,2026/2027,La Liga,5,410,1.0,0.21,0.79,4.0,1.0,2.0,6.0,26.0,0.0,3.0,41.0,13.0,3.0,0.0,101.0,40.0,87.0,33.0,13.0,0.0,60.0,40.0,814.9,538.0,3.0,1.0,1.0,0.0,,,,,25.0,0.05,31.7,0.0,86.1,82.5,23.1,13.6,13.4,,178948265400601,c8llrezkm3b3op4afrou6b487,3.0,,,,,0.22,0.05,0.88,0.22,0.44,1.32,5.71,0.0,0.66,9.0,2.85,0.66,0.0,22.17,8.78,19.1,7.24,2.85,0.0,13.17,8.78,178.88,118.1,0.66,0.22,0.22,0.0,,,,,1063015,0.0,0.0,1.0,0.0,1.0,10.37,13.0,33.2,0.0,0.0,0.22
Alexsandro Ribeiro,648020.0,2025/2026,"Ligue 1, Europa League",11,627,0.0,0.43,-0.43,8.0,2.0,13.0,13.0,34.0,6.0,38.0,36.0,22.0,32.0,22.0,550.0,39.0,497.0,22.0,1.0,0.0,143.0,57.0,1244.9,499.7,0.0,0.0,1.0,0.0,,,,,0.0,0.05,59.89,68.57,90.42,56.25,18.82,8.74,8.71,,81325,be2k34rut1lz79jxenabttqlc,0.0,,,,,0.0,0.06,1.15,0.29,1.87,1.87,4.88,0.86,5.45,5.17,3.16,4.59,3.16,78.95,5.6,71.34,3.16,0.14,0.0,20.53,8.18,178.69,71.73,0.0,0.0,0.14,0.0,,,,,1049775,1.0,0.0,1.0,0.0,0.0,5.03,7.36,32.94,0.14,0.0,0.14
James Abankwah,648032.0,2026/2027,Serie A,4,346,1.0,0.34,0.66,1.0,1.0,5.0,1.0,15.0,6.0,16.0,21.0,9.0,8.0,2.0,131.0,16.0,116.0,11.0,1.0,1.0,33.0,16.0,364.8,162.4,0.0,0.0,1.0,0.0,,,,,100.0,0.34,42.9,25.0,88.5,68.8,0.0,11.1,10.2,,178948265501095,dxq76zcvnokq07cszdx0i6kve,0.0,,,,,0.26,0.09,0.26,0.26,1.3,0.26,3.9,1.56,4.16,5.46,2.34,2.08,0.52,34.08,4.16,30.17,2.86,0.26,0.26,8.58,4.16,94.89,42.24,0.0,0.0,0.26,0.0,,,,,1127232,0.0,0.0,1.0,0.0,0.0,,,,0.0,0.0,0.26
Evan Ferguson,648046.0,2025/2026,"Serie A, Europa League",22,1078,5.0,3.73,1.27,36.0,18.0,7.0,1.0,24.0,2.0,4.0,98.0,35.0,65.0,18.0,224.0,106.0,164.0,76.0,4.0,0.0,79.0,36.0,882.1,338.2,4.0,0.0,3.0,0.0,,,,,14.22,0.11,35.69,27.01,72.99,71.6,35.99,11.12,9.28,,79853,2tk2l9sgktwc9jhzqdd4mpdtb,1.0,,,,,0.42,0.31,3.01,1.5,0.58,0.08,2.0,0.17,0.33,8.18,2.92,5.43,1.5,18.7,8.85,13.69,6.35,0.33,0.0,6.6,3.01,73.64,28.24,0.33,0.0,0.25,0.0,,,,,999231,2.0,5.0,17.0,0.0,4.0,9.42,18.62,34.38,0.17,0.42,1.42
Enzo Fernández,648195.0,2025/2026,"Premier League, Champions League",46,3869,13.0,14.64,-1.64,90.0,36.0,66.0,23.0,177.0,2.0,31.0,340.0,147.0,63.0,29.0,2479.0,904.0,2130.0,699.0,50.0,32.0,632.0,311.0,6486.8,3106.3,11.0,0.0,19.0,1.0,,,,,14.43,0.17,43.17,45.61,85.88,77.36,10.73,10.24,9.99,,78404,9q0arba2kbnywth8bkxlhgmdr,6.0,,,,,0.3,0.34,2.09,0.84,1.54,0.54,4.12,0.05,0.72,7.91,3.42,1.47,0.67,57.67,21.03,49.55,16.26,1.16,0.74,14.7,7.23,150.89,72.26,0.26,0.0,0.44,0.02,,,,,974505,15.0,10.0,83.0,4.0,4.0,10.78,18.29,34.98,0.35,0.23,1.93
Enzo Fernández,648195.0,2026/2027,"Premier League, Champions League",4,273,0.0,0.42,-0.42,7.0,2.0,4.0,4.0,13.0,0.0,2.0,30.0,15.0,7.0,5.0,216.0,62.0,196.0,53.0,4.0,0.0,51.0,26.0,538.2,226.0,0.0,0.0,2.0,0.0,,,,,0.0,0.07,49.76,73.19,90.45,85.29,0.0,10.6,8.49,,178948265300112,a3nyxabgsqlnqfkeg41m6tnpp,0.0,,,,,0.0,0.14,2.31,0.66,1.32,1.32,4.29,0.0,0.66,9.89,4.95,2.31,1.65,71.21,20.44,64.62,17.47,1.32,0.0,16.81,8.57,177.43,74.51,0.0,0.0,0.66,0.0,,,,,974505,1.0,0.0,3.0,0.0,1.0,11.44,9.3,30.75,0.33,0.0,0.99
Moustapha Mbow,649026.0,2025/2026,Ligue 1,31,2716,0.0,0.64,-0.64,10.0,3.0,52.0,39.0,135.0,29.0,160.0,120.0,73.0,96.0,62.0,1591.0,138.0,1459.0,104.0,2.0,1.0,369.0,203.0,3678.5,2001.9,0.0,0.0,0.0,0.0,,,,,0.0,0.06,60.8,64.6,91.7,75.4,100.0,10.0,9.9,,81279,8v00fx2zwhiwm05tqqkt122p5,2.0,,,,,0.0,0.02,0.33,0.1,1.72,1.29,4.47,0.96,5.3,3.98,2.42,3.18,2.05,52.72,4.57,48.35,3.45,0.07,0.03,12.23,6.73,121.89,66.34,0.0,0.0,0.0,0.0,,,,,982319,1.0,1.0,4.0,0.0,1.0,8.87,11.0,34.83,0.03,0.03,0.13
Konan N’Dri,649490.0,2025/2026,Serie A,27,522,2.0,1.03,0.97,19.0,5.0,11.0,2.0,24.0,0.0,0.0,105.0,39.0,14.0,5.0,132.0,80.0,92.0,54.0,20.0,0.0,125.0,78.0,1732.8,1002.6,12.0,2.0,3.0,0.0,,,,,10.53,0.05,37.1,35.7,69.7,67.5,10.0,13.9,12.9,,79997,bi1fxjrncd0ram0oi7ja1jyuo,2.0,,,,,0.34,0.18,3.28,0.86,1.9,0.34,4.14,0.0,0.0,18.1,6.72,2.41,0.86,22.76,13.79,15.86,9.31,3.45,0.0,21.55,13.45,298.76,172.86,2.07,0.34,0.52,0.0,,,,,978327,0.0,0.0,6.0,0.0,0.0,,,,0.0,0.0,1.03
Nicolás Capaldo,649672.0,2025/2026,Bundesliga,26,2009,1.0,2.04,-1.04,22.0,6.0,68.0,35.0,93.0,5.0,63.0,210.0,123.0,73.0,38.0,750.0,195.0,583.0,113.0,20.0,3.0,201.0,129.0,2334.7,1536.7,4.0,0.0,5.0,2.0,,,,,4.55,0.09,58.6,52.1,77.7,58.0,30.0,11.6,11.9,,80591,75xi6hloabmnjn2kzgj1g8h1s,6.0,,,,,0.04,0.09,0.99,0.27,3.05,1.57,4.17,0.22,2.82,9.41,5.51,3.27,1.7,33.6,8.74,26.12,5.06,0.9,0.13,9.0,5.78,104.59,68.84,0.18,0.0,0.22,0.09,,,,,973564,2.0,4.0,22.0,0.0,2.0,9.99,21.5,34.08,0.09,0.18,0.99
Nicolás Capaldo,649672.0,2026/2027,Bundesliga,3,270,0.0,0.14,-0.14,1.0,0.0,8.0,6.0,18.0,0.0,10.0,34.0,18.0,13.0,2.0,106.0,28.0,77.0,13.0,3.0,0.0,33.0,19.0,413.2,224.1,0.0,0.0,1.0,0.0,,,,,0.0,0.14,52.9,15.4,72.6,46.4,66.7,12.5,11.8,,178948265601670,75xi6hloabmnjn2kzgj1g8h1s,2.0,,,,,0.0,0.05,0.33,0.0,2.67,2.0,6.0,0.0,3.33,11.33,6.0,4.33,0.67,35.33,9.33,25.67,4.33,1.0,0.0,11.0,6.33,137.73,74.7,0.0,0.0,0.33,0.0,,,,,973564,1.0,0.0,2.0,0.0,1.0,9.47,15.0,33.89,0.33,0.0,0.67
Cher Ndour,651005.0,2025/2026,"Serie A, Conference League",44,2773,7.0,5.25,1.75,42.0,14.0,51.0,27.0,121.0,13.0,47.0,202.0,99.0,108.0,51.0,1115.0,343.0,920.0,260.0,22.0,3.0,299.0,111.0,2972.3,809.2,5.0,1.0,5.0,0.0,,,,,15.66,0.12,49.02,48.25,82.51,75.81,3.58,10.01,7.13,,79852,4raiad4l2j5lkfaz92pk4osb,1.0,,,,,0.23,0.17,1.36,0.45,1.66,0.88,3.93,0.42,1.53,6.56,3.21,3.51,1.66,36.19,11.13,29.86,8.44,0.71,0.1,9.7,3.6,96.47,26.26,0.16,0.03,0.16,0.0,,,,,1114422,2.0,2.0,9.0,0.0,0.0,10.85,15.6,32.82,0.06,0.06,0.29
Cher Ndour,651005.0,2026/2027,Serie A,4,308,0.0,0.17,-0.17,5.0,1.0,5.0,3.0,15.0,1.0,2.0,21.0,9.0,4.0,3.0,125.0,45.0,107.0,40.0,3.0,1.0,33.0,18.0,303.0,154.6,2.0,0.0,1.0,0.0,,,,,0.0,0.03,42.9,75.0,85.6,88.9,33.3,9.2,8.6,,178948265501163,4raiad4l2j5lkfaz92pk4osb,1.0,,,,,0.0,0.05,1.46,0.29,1.46,0.88,4.38,0.29,0.58,6.14,2.63,1.17,0.88,36.53,13.15,31.27,11.69,0.88,0.29,9.64,5.26,88.54,45.18,0.58,0.0,0.29,0.0,,,,,1114422,1.0,0.0,5.0,0.0,0.0,10.82,12.6,34.22,0.29,0.0,1.46
Daniel Mosquera,651569.0,2025/2026,Serie A,22,585,0.0,0.7,-0.7,16.0,5.0,5.0,2.0,21.0,3.0,6.0,66.0,17.0,58.0,17.0,114.0,46.0,84.0,27.0,2.0,0.0,34.0,16.0,358.5,93.9,5.0,0.0,0.0,0.0,,,,,0.0,0.04,25.8,29.3,73.7,58.7,0.0,10.5,5.9,,80048,ap6blbxhq9elm62vw6tutzlwg,0.0,,,,,0.0,0.11,2.46,0.77,0.77,0.31,3.23,0.46,0.92,10.15,2.62,8.92,2.62,17.54,7.08,12.92,4.15,0.31,0.0,5.23,2.46,55.15,14.45,0.77,0.0,0.0,0.0,,,,,1018179,2.0,7.0,13.0,0.0,8.0,,,,0.31,1.08,2.0
Godson Kyeremeh,651973.0,2025/2026,Ligue 1,13,374,1.0,1.08,-0.08,6.0,2.0,7.0,0.0,10.0,0.0,3.0,53.0,31.0,7.0,1.0,67.0,31.0,54.0,26.0,15.0,0.0,35.0,23.0,396.9,220.9,3.0,0.0,0.0,0.0,,,,,16.67,0.18,58.5,14.3,80.6,83.9,33.3,11.3,9.6,,81202,23pqcgxu1tip265hbe01kszbt,5.0,,,,,0.24,0.26,1.44,0.48,1.68,0.0,2.41,0.0,0.72,12.75,7.46,1.68,0.24,16.12,7.46,12.99,6.26,3.61,0.0,8.42,5.53,95.51,53.16,0.72,0.0,0.0,0.0,,,,,975300,1.0,0.0,5.0,0.0,5.0,4.34,7.7,31.27,0.24,0.0,1.2
Martin Vitík,652054.0,2025/2026,"Serie A, Europa League",29,1981,0.0,1.03,-1.03,15.0,4.0,51.0,26.0,63.0,10.0,122.0,115.0,59.0,118.0,68.0,1015.0,141.0,878.0,93.0,2.0,0.0,259.0,128.0,2553.7,1189.6,1.0,0.0,1.0,0.0,,,,,0.0,0.07,51.52,57.52,86.28,65.96,0.0,9.87,9.27,,80111,ej5er0oyngdw138yuumwqbyqt,0.0,,,,,0.0,0.05,0.68,0.18,2.32,1.18,2.86,0.45,5.54,5.22,2.68,5.36,3.09,46.11,6.41,39.89,4.23,0.09,0.0,11.77,5.82,116.02,54.05,0.05,0.0,0.05,0.0,,,,,1085913,0.0,3.0,7.0,0.0,0.0,9.51,13.3,34.51,0.0,0.14,0.32
Adam Karabec,652061.0,2025/2026,"Ligue 1, Europa League",30,1398,3.0,3.38,-0.38,15.0,7.0,9.0,1.0,35.0,1.0,4.0,105.0,50.0,19.0,9.0,472.0,214.0,383.0,151.0,49.0,5.0,168.0,85.0,1848.8,763.3,5.0,0.0,11.0,1.0,,,,,18.66,0.22,47.42,46.6,81.04,70.6,26.69,11.06,9.28,,81154,121le8unjfzug3iu9pgkqa1c7,6.0,,,,,0.19,0.22,0.97,0.45,0.58,0.06,2.25,0.06,0.26,6.76,3.22,1.22,0.58,30.39,13.78,24.66,9.72,3.15,0.32,10.82,5.47,119.02,49.14,0.32,0.0,0.71,0.06,,,,,1000175,5.0,3.0,37.0,1.0,4.0,10.19,16.03,32.75,0.32,0.19,2.38
Hákon Haraldsson,652275.0,2025/2026,"Ligue 1, Europa League",44,3223,9.0,8.88,0.12,61.0,19.0,33.0,13.0,162.0,0.0,16.0,253.0,110.0,51.0,19.0,1600.0,627.0,1380.0,490.0,24.0,15.0,570.0,269.0,6044.8,2658.6,14.0,1.0,15.0,2.0,,,,,14.4,0.14,43.44,39.89,86.26,78.1,16.77,10.71,10.03,,81025,be2k34rut1lz79jxenabttqlc,3.0,,,,,0.25,0.25,1.7,0.53,0.92,0.36,4.52,0.0,0.45,7.06,3.07,1.42,0.53,44.68,17.51,38.54,13.68,0.67,0.42,15.92,7.51,168.8,74.24,0.39,0.03,0.42,0.06,,,,,1138804,8.0,9.0,67.0,0.0,0.0,7.26,12.46,33.75,0.22,0.25,1.87
Hákon Haraldsson,652275.0,2026/2027,"Ligue 1, Champions League",5,397,1.0,0.59,0.41,5.0,4.0,4.0,4.0,21.0,0.0,6.0,38.0,16.0,4.0,1.0,148.0,50.0,135.0,45.0,1.0,2.0,43.0,17.0,377.2,102.0,1.0,0.0,0.0,0.0,,,,,15.47,0.09,42.24,25.75,91.14,90.1,0.0,8.77,5.92,,178948265601989,be2k34rut1lz79jxenabttqlc,0.0,,,,,0.23,0.13,1.13,0.91,0.91,0.91,4.76,0.0,1.36,8.61,3.63,0.91,0.23,33.55,11.34,30.6,10.2,0.23,0.45,9.75,3.85,85.51,23.12,0.23,0.0,0.0,0.0,,,,,1138804,1.0,0.0,7.0,0.0,1.0,11.52,12.6,35.56,0.23,0.0,1.59
Javi Rueda,652331.0,2025/2026,"La Liga, Europa League",37,2034,4.0,2.73,1.27,20.0,7.0,42.0,28.0,79.0,6.0,45.0,193.0,110.0,47.0,18.0,788.0,292.0,614.0,212.0,43.0,3.0,170.0,81.0,1844.5,568.6,0.0,0.0,9.0,0.0,,,,,19.43,0.13,56.07,36.03,77.86,72.56,11.87,10.69,6.64,,79240,6f27yvbqcngegwsg2ozxxdj4,5.0,,,,,0.18,0.12,0.88,0.31,1.86,1.24,3.5,0.27,1.99,8.54,4.87,2.08,0.8,34.87,12.92,27.17,9.38,1.9,0.13,7.52,3.58,81.62,25.16,0.0,0.0,0.4,0.0,,,,,1008259,11.0,3.0,26.0,0.0,5.0,9.75,23.89,35.91,0.49,0.13,1.15
