name,team,league,apps,minutes,player_id,fotmob_rating,fotmob_mins_played,fotmob_accurate_passes,fotmob_key_passes,fotmob_xa,fotmob_xa_p90,fotmob_xg_xa_p90,fotmob_dribbles_won,defensive_contributions,fotmob_tackles,fotmob_clearances,ball_recovery,fotmob_penalties_conceded,fotmob_clean_sheets,fotmob_save_pct,fotmob_saves,fotmob_goals_prevented,fotmob_goals_conceded,fotmob_fouls,fotmob_yellow_cards,fotmob_interceptions,fotmob_big_chances_created,fotmob_goals,fotmob_goals_assists,fotmob_goals_p90,fotmob_xg,fotmob_xg_p90,fotmob_xgot,fotmob_shots_on_target,fotmob_shots,fotmob_accurate_long_balls,fotmob_big_chances_missed,fotmob_blocks,fotmob_poss_won_att_3rd,fotmob_assists,fotmob_penalties_won,fotmob_red_cards,fotmob_phys_top_speed,fotmob_phys_distance,fotmob_phys_sprints,fotmob_phys_distance_p90,fotmob_phys_sprints_p90,season,row_id,norm_name,source
"Brahim D\\u00edaz",8633,"La Liga",,,750027,6.84,1252,34.6,30,2.5,0.18,0.31,1.8,1.5,1.1,0.3,4.2,,,,,,,1.4,2,0.1,7,1,7,0.07,1.8,0.13,1.7,0.5,1.1,0.6,1,,0.6,6,2,,,,,,,2025/2026,24264,,
"Jon Guridi",9866,"La Liga",,,678192,6.57,1240,26.5,11,0.4,0.03,0.16,0.7,4.4,2.1,1.4,4.6,,,,,,,1.1,1,0.7,,,,,1.8,0.13,0.4,0.3,1.1,0.7,3,0.1,0.2,,1,,,,,,,2025/2026,24265,,
"Eric Bailly",8670,"La Liga",,,574200,,1236,,3,0.2,,,,,,,,,,,,,,,3,,,1,1,,0.3,,0.5,,,,,,,,,,,,,,,2025/2026,24266,,
"Fran P\\u00e9rez",8370,"La Liga",,,1284430,6.48,1234,18.2,13,1.4,0.1,0.27,1,1.9,1.1,0.5,6.2,,,,,,,1.3,4,0.1,3,2,3,0.15,2.2,0.16,1.7,0.6,1.2,0.4,3,0.1,1,1,,,,,,,,2025/2026,24267,,
"Rodrigo Mendoza",9906,"La Liga",,,1419969,6.56,1231,40.1,15,1.1,0.08,0.2,1.5,2.6,1.2,1,4.4,,,,,,,2.2,6,0.3,2,1,2,0.07,1.6,0.12,2.1,0.3,1.2,1.8,1,0.1,0.5,1,,,,,,,,2025/2026,24268,,
"Diego Llorente",8603,"La Liga",,,420568,,1226,,1,0.1,,,,,,,,,,,,,,,5,,,1,1,,0.9,,1.5,,,,1,,,,,,,,,,,2025/2026,24269,,
"Largie Ramazani",10267,"La Liga",,,1077915,6.62,1224,17.2,16,2.2,0.16,0.67,1.6,2.6,1,0.6,3.8,1,,,,,,1.3,4,1,4,6,7,0.44,6.9,0.51,7.5,1.4,3.8,0.7,4,,0.5,1,,,,,,,,2025/2026,24270,,
"C\\u00e9sar Azpilicueta",8302,"La Liga",,,72541,,1218,,3,0.6,,,,,,,,,,,,,,,4,,1,,1,,0,,,,,,,,,1,,,,,,,,2025/2026,24271,,
"Luis V\\u00e1zquez",8305,"La Liga",,,1215735,,1204,,5,0.3,,,,,,,,,,,,,,,2,,,3,4,,2,,2.9,,,,1,,,1,2,,,,,,,2025/2026,24272,,
"Moi G\\u00f3mez",8371,"La Liga",,,262592,6.79,1196,58.1,16,1.8,0.14,0.17,0.9,3.2,1.5,0.8,6.7,1,,,,,,1.5,3,0.8,4,,2,,0.4,0.03,0.1,0.2,0.8,4,,0.1,0.8,2,,,,,,,,2025/2026,24273,,
"Sergi Altimira",8603,"La Liga",,,1310480,6.87,1182,53.3,11,0.8,0.06,0.08,0.3,7.3,3.9,1.5,6,,,,,,,1.1,3,1.6,,1,3,0.08,0.3,0.03,0.9,0.2,0.5,2.6,,0.3,0.5,2,,,,,,,,2025/2026,24274,,
"Jos\\u00e9 Gim\\u00e9nez",9906,"La Liga",,,474589,,1177,,1,0.4,,,,,,,,,,,,,,,4,,1,,1,,1.7,,0.6,,,,3,,,1,1,,,,,,,2025/2026,24275,,
"Fer L\\u00f3pez",9910,"La Liga",,,1573122,,1174,,12,1.5,,,,,,,,,,,,,,,3,,3,1,2,,1.6,,1.4,,,,3,,,1,,,,,,,,2025/2026,24276,,
"Gerard Gumbau",8370,"La Liga",,,522234,6.7,1171,31.1,23,2.2,0.17,0.24,0.5,5.6,2.2,2.2,3.6,1,,,,,,2.9,4,0.8,5,,3,,0.8,0.07,0.6,0.4,1.5,2.2,1,0.5,0.6,3,,,,,,,,2025/2026,24277,,
"Trent Alexander-Arnold",8633,"La Liga",,,760712,,1163,54.2,28,2.9,0.23,0.25,0.4,3.2,1.1,0.8,3.8,,,,,,,0.8,4,1.1,3,,4,,0.3,0.02,0.1,0.2,0.8,6,,0.2,0.1,4,,,,,,,,2025/2026,24278,,
"Dimitri Foulquier",10267,"La Liga",,,261609,,1148,,6,0.3,,,,,,,,1,,,,,,,1,,,,,,0.6,,0.2,,,,,,,,,,,,,,,2025/2026,24279,,
"Kareem Tunde",8581,"La Liga",,,1875615,6.55,1144,13.6,6,0.3,0.03,0.12,1.2,3.2,1.8,0.2,4.2,,,,,,,1.3,3,1.2,1,,1,,1.2,0.09,0.2,0.2,1.7,0.4,1,,0.6,1,,,,,,,,2025/2026,24280,,
"\\u00c9der Militao",8633,"La Liga",,,844415,,1141,,8,0.7,,,,,,,,,,,,,,,2,,2,2,3,,1.8,,2.2,,,,1,,,1,,,,,,,,2025/2026,24281,,
"Bryan Zaragoza",9910,"La Liga",,,1202525,,1135,20.5,18,2.9,0.23,0.39,2.1,1.3,0.8,0.4,2.5,,,,,,,0.6,1,0.2,4,1,2,0.08,2,0.16,2.2,1,2.1,1,,,0.6,1,1,,,,,,,2025/2026,24282,,
"Alem\\u00e3o",8370,"La Liga",,,924300,6.43,1132,10.1,7,0.2,0.02,0.31,0.6,1.7,0.4,1,1.5,,,,,,,1.8,3,0.1,,4,4,0.32,3.7,0.29,3.3,1,2.1,0.2,5,0.2,0.2,,,,,,,,,2025/2026,24283,,
"Iago Aspas",9910,"La Liga",,,174472,6.78,1130,39.7,31,3.9,0.31,0.66,1,2.3,1.2,0.2,3.8,,,,,,,0.4,4,1,9,5,8,0.4,4.5,0.36,5.2,1,2.2,2.7,2,,0.7,3,1,,,,,,,2025/2026,24284,,
"Ayoze P\\u00e9rez",10205,"La Liga",,,479020,6.64,1122,15.6,16,1.1,0.09,0.52,1,2.8,1.8,0.7,1.8,,,,,,,1.4,4,0.3,3,5,9,0.4,5.4,0.43,4.6,0.9,1.9,0.4,5,,0.3,4,,,,,,,,2025/2026,24285,,
"Alejandro Franc\\u00e9s",7732,"La Liga",,,1112511,6.82,1103,49.6,10,1.6,0.13,0.2,0.6,8.6,2,4.9,3.8,,,,,,,1.2,2,1.2,2,,2,,0.8,0.07,0.7,0.3,1.3,3.9,1,0.5,0.2,2,,1,,,,,,2025/2026,24286,,
"Lucas Ahijado",8670,"La Liga",,,687568,,1091,28.1,9,1.1,0.09,0.17,1.3,8.1,3.8,2.6,4,1,,,,,,1.2,3,1.4,2,,1,,0.9,0.08,0.4,0.2,0.8,1.2,2,0.3,0.2,1,,,,,,,,2025/2026,24287,,
"Adri\\u00e0 Pedrosa",10268,"La Liga",,,927646,6.5,1084,29.3,23,1.8,0.15,0.19,0.4,7.5,2.8,3.3,3.1,,,,,,,1.5,4,1.2,4,1,2,0.08,0.6,0.05,1.1,0.2,1,1,1,0.2,0.3,1,,,,,,,,2025/2026,24288,,
"Ronald Araujo",8634,"La Liga",,,921253,6.9,1061,65.4,3,0.4,0.04,0.16,,6.2,1.8,3.2,4.1,1,,,,,,1.4,2,0.8,1,3,3,0.25,1.4,0.12,2.4,0.4,1,1.9,2,0.4,0.3,,,,,,,,,2025/2026,24289,,
"Antonio S\\u00e1nchez",8661,"La Liga",,,1055327,6.27,1060,25.2,12,1,0.08,0.12,0.4,4.9,1.8,1.9,5.8,,,,,,,1.4,3,1,3,,,,0.4,0.03,0.3,0.3,0.5,1.4,1,0.3,0.3,,,1,,,,,,2025/2026,24290,,
"Borja Mayoral",8305,"La Liga",,,635772,,1059,,5,0.3,,,,,,,,,,,,,,,,,1,4,5,,3.1,,3.3,,,,3,,,1,,,,,,,,2025/2026,24291,,
"Umar Sadiq",10267,"La Liga",,,590494,6.43,1054,10.4,10,1.5,0.13,0.42,1.3,1.3,0.7,0.4,2.7,,,,,,,2.7,4,0.1,3,4,6,0.34,3.5,0.3,3.4,0.9,2.5,0.2,6,0.1,0.6,2,3,,,,,,,2025/2026,24292,,
"V\\u00edctor Garc\\u00eda",8581,"La Liga",,,977618,6.78,1040,19.4,14,1.1,0.09,0.26,1.1,4.4,1.9,1.3,4.7,,,,,,,1.1,1,0.9,2,2,3,0.17,2,0.17,3.7,0.7,1.6,0.8,1,0.3,0.4,1,,,,,,,,2025/2026,24293,,
"Franco Mastantuono",8633,"La Liga",,,1607566,6.71,1037,38.4,16,2.3,0.2,0.47,2.2,2.3,1.7,0.3,3.4,,,,,,,1.6,5,0.3,5,1,1,0.09,3.1,0.27,2.7,0.6,2.6,1,3,,0.7,,,1,,,,,,2025/2026,24294,,
"Jos\\u00e9 Salomon Rondon",8670,"La Liga",,,51545,,1037,,5,0.3,,,,,,,,,,,,,,,2,,,2,2,,3,,2.7,,,,4,,,,,,,,,,,2025/2026,24295,,
"Ramon Terrats",8558,"La Liga",,,1202587,6.32,1023,17.3,16,1.1,0.09,0.23,0.8,4,1.9,0.6,3.1,,,,,,,1.3,,1,4,1,3,0.09,1.5,0.13,1.4,0.3,1.3,1,,0.4,0.7,2,,,,,,,,2025/2026,24296,,
"Nicol\\u00e1s Fonseca",8670,"La Liga",,,950599,6.43,1019,42.4,3,0.3,0.03,0.06,0.2,7,3.6,1.4,4.5,,,,,,,2.4,6,1.5,,,,,0.4,0.03,0.9,0.1,0.7,4.8,,0.4,0.6,,,,,,,,,2025/2026,24297,,
"Luka Sucic",8560,"La Liga",,,959597,6.71,1018,32.5,9,0.6,0.05,0.23,1.2,3.5,1.7,1.3,3.8,,,,,,,1,1,0.4,,3,4,0.27,2,0.18,3,0.6,2,3,3,0.1,0.5,1,,,,,,,,2025/2026,24298,,
"Andr\\u00e9 Almeida",10267,"La Liga",,,777028,,1016,45.3,18,1.9,0.17,0.22,1.3,3.5,2,0.4,4.3,,,,,,,1,,0.9,4,,2,,0.6,0.05,0.5,0.3,0.8,3.1,1,0.1,0.3,2,1,,,,,,,2025/2026,24299,,
"Ra\\u00fal Garc\\u00eda",8371,"La Liga",,,1094778,6.5,1013,13.9,12,1.3,0.11,0.68,1.3,3.6,1.3,1.4,2.5,,,,,,,1.1,2,0.6,1,7,8,0.62,6.4,0.57,7.2,2,3.5,0.6,6,0.2,0.7,1,,1,,,,,,2025/2026,24300,,
"Roger Brugu\\u00e9",8581,"La Liga",,,1286471,6.31,1007,18,8,1.3,0.12,0.41,0.8,3.1,1,1.7,2.3,,,,,,,1,1,0.4,2,1,2,0.09,3.3,0.3,3,0.8,2.5,0.3,6,0.1,0.2,1,,1,,,,,,2025/2026,24301,,
"Marc Casad\\u00f3",8634,"La Liga",,,1384883,,981,75,14,0.7,0.07,0.16,0.2,3.3,1.7,0.7,3.8,,,,,,,2.3,1,0.6,,,1,,1,0.09,,,1,1.9,1,0.3,0.1,1,,,,,,,,2025/2026,24302,,
"Peque Fern\\u00e1ndez",8302,"La Liga",,,1132607,6.66,978,27.2,15,0.7,0.07,0.16,1.7,1.6,1.2,0.2,3.8,,,,,,,1.4,8,0.1,,2,3,0.18,1,0.09,2.6,0.6,1.4,1.5,,0.1,0.1,1,,,,,,,,2025/2026,24303,,
"Daniel Carvajal",8633,"La Liga",,,282674,,976,,11,2,,,,,,,,1,,,,,,,,,5,,1,,0.4,,0.2,,,,1,,,1,,,,,,,,2025/2026,24304,,
"Jesus V\\u00e1zquez",10267,"La Liga",,,1220187,6.49,962,26.7,14,0.8,0.07,0.1,2,6,2.2,3,5.1,,,,,,,1.5,2,0.4,2,,,,0.3,0.03,0.2,0.2,0.7,0.8,,0.4,0.5,,,,,,,,,2025/2026,24305,,
"Unai Elgezabal",8581,"La Liga",,,693736,,958,,2,0.4,,,,,,,,1,,,,,,,2,,,1,1,,0.7,,0.2,,,,1,,,,,,,,,,,2025/2026,24306,,
"Gonzalo Garc\\u00eda",8633,"La Liga",,,1413847,6.67,952,19.4,13,1.1,0.11,0.61,0.3,2.2,1,0.9,2.2,,,,,,,0.9,2,0.3,2,6,7,0.57,5.4,0.51,4.9,1,2,0.2,6,,0.9,1,,,,,,,,2025/2026,24307,,
"Jo\\u00e3o Cancelo",8634,"La Liga",,,361757,,952,,15,2,,,,,,,,,,,,,,,1,,6,2,4,,0.5,,0.7,,,,,,,2,1,,,,,,,2025/2026,24308,,
"Iker Mu\\u00f1oz",8371,"La Liga",,,1323863,,949,36.1,5,0.3,0.03,0.06,0.4,4.6,1.1,2.2,4.6,,,,,,,1.7,5,1,,,,,0.3,0.03,0.6,0.4,0.9,2.4,,0.2,0.5,,,,,,,,,2025/2026,24309,,
"Alan Matturro",8581,"La Liga",,,1412942,,941,37.4,4,0.4,0.04,0.1,,10.6,2,7.5,5.3,,,,,,,0.7,,0.6,2,1,2,0.1,0.6,0.06,0.8,0.1,0.8,1.8,,0.6,0.2,1,,1,,,,,,2025/2026,24310,,
"Yoel Lago",9910,"La Liga",,,1578176,,940,,2,0.1,,,,,,,,2,,,,,,,4,,,,,,0,,,,,,,,,,,,,,,,,2025/2026,24311,,
"Marc\\u00e3o",8302,"La Liga",,,753593,,937,,,0.1,,,,,,,,1,,,,,,,2,,,,,,0.7,,0.1,,,,1,,,,,1,,,,,,2025/2026,24312,,
"Juan Foyth",10205,"La Liga",,,833219,,936,,,0.2,,,,,,,,,,,,,,,2,,,,,,0.1,,,,,,,,,,,,,,,,,2025/2026,24313,,
"Tete Morente",10268,"La Liga",,,801213,,933,,11,0.9,,,,,,,,,,,,,,,1,,3,1,2,,0.5,,0.8,,,,,,,1,,,,,,,,2025/2026,24314,,
"Unai G\\u00f3mez",8315,"La Liga",,,1436270,6.26,932,16.2,8,1,0.09,0.3,0.6,2,1.3,0.6,2.8,,,,,,,1.2,1,0.1,,1,2,0.1,2.1,0.21,2.4,0.7,2.2,0.5,3,0.1,0.7,1,,,,,,,,2025/2026,24315,,
"Grady Diangana",10268,"La Liga",,,654091,6.27,929,23.8,10,0.6,0.06,0.18,1,2.9,1.4,0.9,2.6,1,,,,,,1.5,3,0.4,2,1,1,0.1,1.2,0.11,0.4,0.2,1.6,0.3,2,0.3,0.1,,,,,,,,,2025/2026,24316,,
"Fran Garc\\u00eda",8633,"La Liga",,,750028,,929,,5,0.6,,,,,,,,,,,,,,,,,,1,2,,0.8,,1.3,,,,1,,,1,,1,,,,,,2025/2026,24317,,
"Santi Cazorla",8670,"La Liga",,,37436,6.58,925,45.6,27,2.2,0.21,0.25,1.3,3,1.7,0.7,5.7,,,,,,,0.6,2,0.4,3,,1,,0.4,0.04,0.2,0.1,0.7,4.4,,0.3,0.6,1,,1,,,,,,2025/2026,24318,,
"Chidera Ejuke",8302,"La Liga",,,837270,6.74,923,29.4,13,0.9,0.09,0.24,5.6,2.8,1.9,0.3,5.9,,,,,,,0.5,,0.6,1,1,2,0.1,1.6,0.15,0.6,0.3,2.2,1.9,2,0.1,0.7,1,,,,,,,,2025/2026,24319,,
"Thomas Partey",10205,"La Liga",,,434325,6.43,923,46.1,8,0.4,0.04,0.11,0.8,5.3,1.8,1.8,5.4,1,,,,,,1.1,1,1.4,,,,,0.7,0.07,0.1,0.2,1.1,2.1,,0.4,0.7,,,,,,,,,2025/2026,24320,,
"Jofre Carreras",8558,"La Liga",,,1184777,6.41,921,15.6,15,1.4,0.13,0.36,1.6,2.2,0.9,0.8,4,,,,,,,1.3,1,0.6,2,1,1,0.1,2.3,0.23,2,0.7,2.2,0.2,1,,0.3,,,,,,,,,2025/2026,24321,,
"Unai N\\u00fa\\u00f1ez",10267,"La Liga",,,805352,,912,,2,0.5,,,,,,,,,,,,,,,3,,,,,,0.4,,0.1,,,,1,,,,,,,,,,,2025/2026,24322,,
"Arnau Tenas",10205,"La Liga",,,942375,,900,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025/2026,24323,,
"Iker Losada",8581,"La Liga",,,1082930,6.62,898,16.2,11,0.9,0.09,0.26,0.6,3.6,1.3,1,3.9,,,,,,,0.6,1,1.1,1,3,4,0.3,1.7,0.17,1.2,0.4,1.4,0.3,2,0.2,0.5,1,,,,,,,,2025/2026,24324,,
"Ilias Akhomach",8370,"La Liga",,,1311915,6.49,893,21.9,13,0.9,0.09,0.29,1.4,3.7,2.4,0.9,3.7,,,,,,,1.8,3,0.2,3,,1,,1.9,0.2,1.2,0.8,2.4,0.9,4,0.2,0.6,1,,,,,,,,2025/2026,24325,,
"Tani Oluwaseyi",10205,"La Liga",,,1338740,6.24,892,7.2,6,0.5,0.05,0.39,0.9,1.9,0.7,0.8,1.7,,,,,,,1.1,1,0.1,3,2,4,0.2,3.4,0.34,3.4,0.7,1.6,0.4,6,0.3,0.3,2,,,,,,,,2025/2026,24326,,
"Johnny Cardoso",9906,"La Liga",,,1173678,,892,,3,0.5,,,,,,,,,,,,,,,5,,1,,,,0.1,,,,,,,,,,,,,,,,,2025/2026,24327,,
"Aihen Mu\\u00f1oz",8560,"La Liga",,,999159,,843,27.5,5,0.5,0.06,0.11,0.4,7.4,3,3.7,3.1,,,,,,,0.7,1,0.5,,1,1,0.11,0.5,0.05,0.4,0.2,0.6,1.1,1,0.1,0.1,,,,,,,,,2025/2026,24329,,
"David L\\u00f3pez",8661,"La Liga",,,1552991,,833,,,0.1,,,,,,,,,,,,,,,2,,,,,,0.3,,,,,,,,,,,,,,,,,2025/2026,24330,,
"Junior Firpo",8603,"La Liga",,,743192,,832,,8,0.7,,,,,,,,,,,,,,,2,,2,,1,,0.5,,,,,,,,,1,,,,,,,,2025/2026,24331,,
"Orri \\u00d3skarsson",8560,"La Liga",,,1097229,,830,8.5,5,0.2,0.02,0.68,0.3,1.6,0.8,0.7,1.3,,,,,,,1.6,5,0.1,2,9,9,0.98,6.1,0.66,8.7,2.1,2.9,0.2,6,0.1,0.3,,,,,,,,,2025/2026,24332,,
"Thiago Fern\\u00e1ndez",8670,"La Liga",,,1460063,,822,,10,2.4,,,,,,,,,,,,,,,4,,4,,4,,0.5,,0.5,,,,,,,4,,,,,,,,2025/2026,24333,,
"Sergio Camello",8370,"La Liga",,,980422,,818,19.6,17,0.9,0.09,0.43,1.9,1.5,1.2,,5.4,,,,,,,0.9,3,0.3,2,5,6,0.55,3.1,0.34,3.6,1.5,3,0.6,5,,0.8,1,,1,,,,,,2025/2026,24334,,
"Unai Vencedor",8581,"La Liga",,,1007717,,818,,12,1.5,,,,,,,,,,,,,,,3,,3,,,,,,,,,,,,,,,1,,,,,,2025/2026,24335,,
"Rodrigo Riquelme",8603,"La Liga",,,1072200,6.47,810,28.6,14,1.2,0.13,0.37,1.2,3.1,1.8,0.8,5.7,,,,,,,0.9,2,0.6,1,1,2,0.11,2.2,0.24,1.7,0.8,2.7,0.8,4,,1,1,,,,,,,,2025/2026,24336,,
"Adama Boiro",8315,"La Liga",,,1331249,,810,,3,0.4,,,,,,,,,,,,,,,1,,,,,,0,,,,,,,,,,,,,,,,,2025/2026,24337,,
"Pau L\\u00f3pez",8603,"La Liga",,,532942,,810,,,0,,,,,,,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2025/2026,24338,,
"Rub\\u00e9n S\\u00e1nchez",8558,"La Liga",,,1330035,,805,27.3,9,1.2,0.13,0.16,1.7,5.8,1.3,2.7,4.9,2,,,,,,1.2,2,1.1,2,,1,,0.2,0.03,0,0.1,0.9,1.9,,0.7,0.2,1,,,,,,,,2025/2026,24339,,
"Facundo Garc\\u00e9s",9866,"La Liga",,,845067,,792,,,0.1,,,,,,,,,,,,,,,3,,,,,,0.3,,0.1,,,,1,,,,,,,,,,,2025/2026,24340,,
"Marc Bernal",8634,"La Liga",,,1573126,,787,62.1,5,0.6,0.07,0.19,1.3,6.7,3,2.2,3.3,,,,,,,1.8,5,1.4,2,2,3,0.23,1,0.12,1,0.2,0.8,1.8,1,0.2,0.2,1,,,,,,,,2025/2026,24341,,
"Manu Fern\\u00e1ndez",9910,"La Liga",,,1675505,,759,,2,0.1,,,,,,,,2,,,,,,,2,,,,,,0.1,,,,,,,,,,,,,,,,,2025/2026,24342,,
Calebe,9866,"La Liga",,,1174300,,754,32.8,13,0.4,0.05,0.07,1.9,4.7,3,0.5,6.2,,,,,,,2.1,2,1.1,1,,,,0.1,0.02,0,0.1,0.6,0.7,,0.1,0.7,,,,,,,,,2025/2026,24343,,
"Baptiste Santamar\\u00eda",10267,"La Liga",,,478105,,744,40.2,4,0.8,0.1,0.14,0.7,6.2,1.5,3.6,5.2,,,,,,,1.6,2,0.8,2,1,2,0.12,0.4,0.04,0.9,0.2,0.7,2.8,,0.2,0.6,1,,,,,,,,2025/2026,24344,,
"Obed Vargas",9906,"La Liga",,,1254394,,739,,4,0.4,,,,,,,,,,,,,,,2,,,,1,,0.2,,,,,,,,,1,,,,,,,,2025/2026,24345,,
"Luka Ilic",8670,"La Liga",,,859764,,738,22.8,3,0.5,0.06,0.15,0.5,3.4,1.3,1,3.8,,,,,,,2,2,0.6,,1,1,0.12,0.7,0.08,0.4,0.6,1.1,1.5,3,0.5,0.4,,,1,,,,,,2025/2026,24346,,
"Nelson Deossa",8603,"La Liga",,,1315711,6.67,736,32.6,8,0.3,0.04,0.1,3.5,3.7,1.7,1.3,5,,,,,,,2.2,3,0.6,1,,,,0.5,0.06,,,2.2,1.1,,,0.6,,,,,,,,,2025/2026,24347,,
"Juan Musso",9906,"La Liga",,,389050,,720,,,0,,,,,,,,1,3,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2025/2026,24348,,
"Wojciech Szczesny",8634,"La Liga",,,169718,,720,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025/2026,24349,,
"Aritz Elustondo",8560,"La Liga",,,607148,,718,,1,0.1,,,,,,,,1,,,,,,,,,,,1,,0.4,,0.2,,,,1,,,1,,,,,,,,2025/2026,24350,,
"Gonzalo Villar",10268,"La Liga",,,881773,,718,,2,0.5,,,,,,,,,,,,,,,3,,,1,1,,0.2,,0.8,,,,,,,,,,,,,,,2025/2026,24351,,
"Alex Sancris",8305,"La Liga",,,1323207,,705,,8,1,,,,,,,,,,,,,,,2,,1,,1,,0.4,,0.4,,,,,,,1,,1,,,,,,2025/2026,24352,,
"Ugo Raghouber",8581,"La Liga",,,1335102,,705,,4,0.1,,,,,,,,,,,,,,,1,,,,,,0.1,,,,,,,,,,,,,,,,,2025/2026,24353,,
"Mateu Morey",8661,"La Liga",,,844478,,700,,3,0.4,,,,,,,,1,,,,,,,2,,1,1,1,,0.3,,0.7,,,,,,,,,,,,,,,2025/2026,24354,,
Davinchi,8305,"La Liga",,,1676086,,698,,3,0.5,,,,,,,,,,,,,,,2,,,,,,0.2,,0.2,,,,,,,,,,,,,,,2025/2026,24355,,
"Charles Pickel",8558,"La Liga",,,743720,6.2,693,26.1,2,0.1,0.01,0.12,0.6,4.4,1.7,1.6,3.8,,,,,,,1.9,2,0.8,,1,1,0.13,0.8,0.11,1.6,0.5,1.3,0.8,1,0.4,0.1,,,2,,,,,,2025/2026,24356,,
"Javi Puado",8558,"La Liga",,,846966,,678,,10,0.8,,,,,,,,,,,,,,,2,,2,2,2,,3.5,,3.7,,,,6,,,,,,,,,,,2025/2026,24357,,
Rodrygo,8633,"La Liga",,,895362,,676,39.1,17,2.1,0.28,0.63,2.4,2.7,1.7,0.5,5.1,,,,,,,0.7,3,0.4,7,1,4,0.13,2.6,0.34,3.4,1.5,3.6,0.3,3,,1.1,3,1,,,,,,,2025/2026,24358,,
"Jones El-Abdellaoui",9910,"La Liga",,,1379196,6.3,668,16,9,0.6,0.08,0.43,1.5,2.8,0.8,1.6,3.4,,,,,,,0.9,,0.4,,2,2,0.27,2.6,0.35,1.3,0.5,2.3,0.1,3,,0.3,,,,,,,,,2025/2026,24359,,
"Conor Gallagher",9906,"La Liga",,,966027,6.49,665,43.8,4,0.5,0.07,0.22,0.4,4.9,2.3,0.7,4.7,,,,,,,2.4,2,1.5,1,2,2,0.27,1.1,0.15,1.7,0.7,1.8,0.8,1,0.4,0.9,,,,,,,,,2025/2026,24360,,
"Takuma Asano",8661,"La Liga",,,430856,,659,12.2,3,1.1,0.15,0.42,0.3,2.7,1.9,0.5,3,,,,,,,1.2,2,0.3,2,1,1,0.14,2,0.27,0.7,0.3,2.3,,5,,0.1,,,,,,,,,2025/2026,24361,,
"John Donald",10268,"La Liga",,,1217644,,652,35.5,1,0.1,0.02,0.12,0.3,5.8,2.2,2.5,4.4,,,,,,,2.5,3,1,,1,1,0.14,0.7,0.1,0.7,0.3,0.8,1.1,1,0.1,0.1,,,,,,,,,2025/2026,24362,,
"Tanguy Nianzou",8302,"La Liga",,,1070617,,648,,2,0,,,,,,,,1,,,,,,,5,,,,,,0.5,,,,,,,,,,,1,,,,,,2025/2026,24363,,
"Juan Cruz",8371,"La Liga",,,243419,,646,,2,0.2,,,,,,,,1,,,,,,,2,,,,,,0.4,,,,,,1,,,,,,,,,,,2025/2026,24364,,
"Roony Bardghji",8634,"La Liga",,,1315475,,641,41.8,14,1.9,0.26,0.46,3.1,1.5,0.8,0.4,2.1,,,,,,,1,,0.3,3,1,2,0.14,1.4,0.2,1.4,1.7,3.1,0.6,3,,0.3,1,,,,,,,,2025/2026,24365,,
"Alfon Gonz\\u00e1lez",10205,"La Liga",,,926643,,639,15.2,9,0.4,0.06,0.3,0.8,1.7,0.4,1,3.5,,,,,,,1.4,,0.3,,2,2,0.28,1.8,0.25,2.8,1.4,2.4,0.1,2,,0.3,,,,,,,,,2025/2026,24366,,
"Joseph Aidoo",9910,"La Liga",,,643998,,639,,,0.1,,,,,,,,2,,,,,,,,,,,,,0.2,,,,,,2,,,,,,,,,,,2025/2026,24367,,
"Yangel Herrera",8560,"La Liga",,,730901,,638,,2,0.4,,,,,,,,,,,,,,,2,,,,,,0.4,,0,,,,1,,,,1,,,,,,,2025/2026,24368,,
"Ander Guevara",9866,"La Liga",,,873827,,636,53.2,6,0.5,0.07,0.1,0.7,6.8,1.7,3.8,5.9,,,,,,,1.6,2,1,2,1,2,0.14,0.2,0.03,0.1,0.1,0.7,3,,0.3,0.4,1,,1,,,,,,2025/2026,24369,,
"Ra\\u00fal Moro",8371,"La Liga",,,1169596,,623,,10,1.1,,,,,,,,,,,,,,,,,2,,2,,0.2,,,,,,,,,2,,,,,,,,2025/2026,24370,,
"Ademola Lookman",9906,"La Liga",,,690516,,622,,10,1.1,,,,,,,,,,,,,,,1,,2,4,4,,4.2,,3.4,,,,2,,,,,,,,,,,2025/2026,24371,,
"Claudio Echeverri",7732,"La Liga",,,1486264,,618,,8,0.7,,,,,,,,,,,,,,,4,,2,1,2,,2.2,,1.7,,,,1,,,1,,,,,,,,2025/2026,24372,,
"Carlos Dom\\u00ednguez",9910,"La Liga",,,1254217,,610,,1,0.1,,,,,,,,1,,,,,,,1,,,,,,0.5,,0.8,,,,1,,,,,,,,,,,2025/2026,24373,,
"Y\\u00e1ser Asprilla",7732,"La Liga",,,1277380,,605,,12,1.4,,,,,,,,,,,,,,,,,2,,,,0.6,,0.3,,,,,,,,1,,,,,,,2025/2026,24374,,
"\\u00cd\\u00f1igo Lekue",8315,"La Liga",,,616544,,600,,1,0.2,,,,,,,,1,,,,,,,2,,,,,,0.1,,0,,,,,,,,,2,,,,,,2025/2026,24375,,
